idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,matricula_911,fuente_matricula_base,mat_2024_2025,mat_2025_2026,mat_2026_2027,mat_2027_2028,mat_2028_2029,mat_2029_2030,mat_2030_2031,mat_2031_2032,mat_2032_2033,mat_2033_2034,mat_2034_2035,mat_2035_2036,observaciones
802398,09DST0105U,09DST0105U,,,ESCUELA SECUNDARIA TÉCNICA 105,Secundaria,Tlalpan,-99.184933,19.280739,0901200010924,012,0924,1169,Estadística 911,1169,1148,1127,1107,1087,1068,1048,1030,1011,992,975,957,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802399,09DST0112D,,,,ESCUELA SECUNDARIA TÉCNICA 112,Secundaria,Tlalpan,-99.235685,19.271777,0901200012047,012,2047,734,Estadística 911,734,721,708,695,683,671,658,647,635,623,612,601,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802400,09DST0120M,,,,ESCUELA SECUNDARIA TÉCNICA 120,Secundaria,Tlalpan,-99.175399,19.137137,0901200192460,012,2460,373,Estadística 911,373,366,360,353,347,340,334,328,322,316,311,305,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802401,09DST0019Y,,,,ESCUELA SECUNDARIA TÉCNICA 19,Secundaria,Tlalpan,-99.223165,19.269146,0901200011513,012,1513,700,Estadística 911,700,687,675,663,651,639,628,616,605,595,583,573,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802402,09DST0093F,09DST0093F,,,ESCUELA SECUNDARIA TÉCNICA 93,Secundaria,Tlalpan,-99.2211,19.296741,0901200012066,012,2066,893,Estadística 911,893,877,861,846,831,815,801,787,772,758,745,731,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802403,09DPR1991U,,,,ESTADO DE NAYARIT,Primaria,Tlalpan,-99.17172,19.134874,0901200192475,012,2475,475,Estadística 911,475,465,456,446,438,428,420,411,403,395,386,379,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802404,09DPR1992T,09DPR1990V,,,ESTADO DE SAN LUIS POTOSI,Primaria,Tlalpan,-99.150185,19.297973,0901200010445,012,0445,265,Estadística 911,265,260,254,249,244,239,234,229,225,220,216,211,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802405,09DJN1208V,,,,ESTADO DE TAMAULIPAS,Preescolar,Tlalpan,-99.185015,19.260262,0901200011744,012,1744,112,Estadística 911,112,108,104,101,98,94,91,88,85,82,79,76,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802406,09DJN0611Y,,,,EUCARIO LEON LÓPEZ,Preescolar,Tlalpan,-99.139334,19.285023,0901200010996,012,0996,92,Estadística 911,92,89,86,83,80,78,75,72,70,67,65,63,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802407,09DPR4205I,,,,EVERARDO CRUZ SALMERON,Primaria,Tlalpan,-99.1844,19.256515,0901200011585,012,1585,432,Estadística 911,432,423,415,406,399,390,382,374,367,360,352,345,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802408,09DJN0408M,,,,FELIPE SANTIAGO XICOTENCATL,Preescolar,Tlalpan,-99.16099,19.277269,0901200012102,012,2102,137,Estadística 911,137,132,128,124,119,115,111,107,104,101,97,94,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802409,09DPR2301Y,09DPR5029A,,,FUERZAS ARMADAS DE MÉXICO,Primaria,Tlalpan,-99.1625,19.2784,0901200012102,012,2102,504,Estadística 911,504,494,484,474,464,455,446,436,428,419,411,402,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802410,09DPR5017W,,,,GENERAL DONATO GUERRA,Primaria,Tlalpan,-99.185993,19.283735,0901200010924,012,0924,573,Estadística 911,573,561,550,539,528,517,506,496,486,477,466,457,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802411,09DPR1985J,09DBA0056N,09DBS0028Q,,GENERAL FELIPE ANGELES,Primaria,Tlalpan,-99.174901,19.299006,090120001013A,012,013A,335,Estadística 911,335,328,321,315,309,302,296,290,284,278,273,267,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802412,09DPR2302X,,,,GRAL. JOSÉ MARIANO MONTERDE,Primaria,Tlalpan,-99.14492,19.26586,0901200012155,012,2155,587,Estadística 911,587,575,563,552,541,529,519,509,498,488,478,468,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802413,09DPR2017B,09DPR2018A,,,HÉROES DE CHAPULTEPEC,Primaria,Tlalpan,-99.171679,19.27472,0901200011123,012,1123,596,Estadística 911,596,584,573,561,549,538,528,517,506,496,486,476,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802414,09DJN0095B,,,,HEROICO COLEGIO MILITAR,Preescolar,Tlalpan,-99.144329,19.260362,0901200012155,012,2155,222,Estadística 911,222,214,207,200,193,187,180,175,169,163,157,152,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802415,09DJN0967X,,,,HUITZAPIZTLI,Preescolar,Tlalpan,-99.219707,19.275832,0901200011458,012,1458,104,Estadística 911,104,100,97,94,91,88,85,82,79,77,74,71,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802416,09DPR2016C,09DPR2014E,09DBN0069V,,IGNACIO RODRÍGUEZ GALVAN,Primaria,Tlalpan,-99.16513,19.28742,0901200010958,012,0958,395,Estadística 911,395,387,379,372,364,356,349,342,335,328,322,315,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802417,09DJN0400U,,,,ITZCALLI,Preescolar,Tlalpan,-99.184279,19.285729,0901200010676,012,0676,89,Estadística 911,89,86,83,80,78,75,72,70,67,65,63,61,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802418,09DES0230Z,09DES4230A,,,JESÚS MASTACHE ROMÁN,Secundaria,Tlalpan,-99.132607,19.302098,0901200010229,012,0229,751,Estadística 911,751,738,725,712,698,686,674,661,650,638,626,615,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802419,09DPR0849Z,,,,JOSÉ AZUETA,Primaria,Tlalpan,-99.175474,19.289021,0901200010924,012,0924,486,Estadística 911,486,476,467,457,448,439,429,421,412,404,396,388,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802420,09DPR5100V,09DPR5110B,,,JOSÉ MARIA CHAVEZ ANDRADE,Primaria,Tlalpan,-99.212239,19.26836,0901200011462,012,1462,747,Estadística 911,747,732,717,703,689,675,661,647,634,621,608,596,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802421,09DJN0477I,,,,JUANA DE ASBAJE,Preescolar,Tlalpan,-99.18685,19.275928,0901200012225,012,2225,73,Estadística 911,73,71,68,66,64,62,60,58,55,53,52,50,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802422,09DJN0138J,,,,KALLINPILTONTLI,Preescolar,Tlalpan,-99.202319,19.281568,0901200012193,012,2193,188,Estadística 911,188,182,175,170,163,158,153,147,142,137,133,128,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802423,09DJN1234T,,,,KAMBESAH,Preescolar,Tlalpan,-99.239251,19.277072,0901200011496,012,1496,121,Estadística 911,121,117,113,109,106,102,98,95,92,89,86,83,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802424,09DJN0139I,09DJN0874H,,,KANTUNIL,Preescolar,Tlalpan,-99.236676,19.275918,0901200011299,012,1299,256,Estadística 911,256,248,239,231,223,215,208,201,194,188,181,175,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802426,09DPR4216O,09DPR4235C,,,LAZARO PAVIA,Primaria,Tlalpan,-99.223128,19.298306,0901200011369,012,1369,487,Estadística 911,487,477,468,458,449,440,431,422,413,405,397,389,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802427,09DPR2235P,09DPR3007B,,,LEGION AMERICANA,Primaria,Tlalpan,-99.181454,19.233145,0901200011617,012,1617,1228,Estadística 911,1228,1203,1178,1155,1131,1108,1086,1064,1042,1021,1000,980,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802428,09DJN0686O,,,,LIC. FIDENCIO SORIA BARAJAS,Preescolar,Tlalpan,-99.124019,19.287294,0901200010765,012,0765,129,Estadística 911,129,125,121,116,112,109,104,101,98,95,91,88,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802429,09DJN0565C,09DJN1209U,,,MAGDALENA CONTRERAS MILLAN,Preescolar,Tlalpan,-99.167636,19.265794,0901200011176,012,1176,362,Estadística 911,362,349,338,326,315,304,295,284,275,265,256,248,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802430,09DPR5078J,,,,MANUEL GALLARDO ZAMORA,Primaria,Tlalpan,-99.17716,19.27239,0901200011119,012,1119,220,Estadística 911,220,215,211,207,203,198,194,191,187,183,179,176,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802431,09DPR2061P,,,,MARTÍN TORRES PADILLA,Primaria,Tlalpan,-99.165972,19.2857,0901200010958,012,0958,365,Estadística 911,365,358,350,343,336,330,323,317,310,304,297,291,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802432,09DPR2006W,09DPR2008U,,,MARTINA ISLAS,Primaria,Tlalpan,-99.167815,19.265892,0901200011176,012,1176,533,Estadística 911,533,522,512,501,491,481,472,462,453,444,434,426,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802433,09DPR2233R,09DPR4016Q,,,MAURITANIA,Primaria,Tlalpan,-99.141852,19.196689,0901200271797,012,1797,1233,Estadística 911,1233,1208,1184,1160,1136,1113,1091,1068,1046,1025,1004,984,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802434,09DJN0562F,,,,MEXTLIXOCHITL,Preescolar,Tlalpan,-99.164592,19.233766,0901200011212,012,1212,273,Estadística 911,273,264,255,246,238,229,222,215,207,200,194,187,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802435,09DJN0504P,,,,MIAHUATZINTLI,Preescolar,Tlalpan,-99.139581,19.297288,090120001045A,012,045A,80,Estadística 911,80,77,74,72,69,67,65,63,60,59,57,55,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802436,09DJN0295Z,,,,MIGUEL ANGEL BUONARROTI,Preescolar,Tlalpan,-99.117381,19.298405,0901200011937,012,1937,77,Estadística 911,77,74,72,69,67,65,63,60,58,56,54,53,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802437,09DPR5036K,09DPR5064G,,,MIGUEL BUSTOS CERECEDO,Primaria,Tlalpan,-99.148952,19.23844,0901200012441,012,2441,793,Estadística 911,793,777,761,746,730,715,700,686,672,659,645,633,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802438,09DJN0336J,,,,MIGUEL HIDALGO,Preescolar,Tlalpan,-99.19522,19.285223,0901200010892,012,0892,113,Estadística 911,113,109,105,102,98,95,92,88,86,83,80,77,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802439,09DJN1233U,,,,MILLI,Preescolar,Tlalpan,-99.219349,19.271648,0901200011481,012,1481,117,Estadística 911,117,113,109,105,102,98,95,92,89,85,83,80,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802440,09DJN1220Q,09DJN1350J,,,NEZCALTILOYAN,Preescolar,Tlalpan,-99.228127,19.266334,0901200011513,012,1513,351,Estadística 911,351,339,328,317,306,296,286,276,267,258,249,240,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802441,09DPR2007V,,,,NIÑO ARTILLERO NARCISO MENDOZA,Primaria,Tlalpan,-99.164915,19.288137,0901200010958,012,0958,344,Estadística 911,344,337,331,324,317,311,304,298,292,286,280,275,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802442,09DJN0334L,,,,PARRES,Preescolar,Tlalpan,-99.173243,19.135889,0901200192475,012,2475,144,Estadística 911,144,139,134,130,125,121,117,113,109,106,101,98,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802443,09DPR5018V,,,,PATRIA Y LIBERTAD,Primaria,Tlalpan,-99.182814,19.285527,0901200010676,012,0676,404,Estadística 911,404,396,388,380,372,365,357,350,343,336,329,323,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802444,09DJN1362O,,,,PRIMAVERA,Preescolar,Tlalpan,-99.175949,19.264829,0901200011161,012,1161,160,Estadística 911,160,154,149,145,140,135,130,126,121,117,114,109,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802445,09DPR2005X,,,,PRIMERO DE MAYO,Primaria,Tlalpan,-99.171712,19.293468,090120001038A,012,038A,551,Estadística 911,551,540,529,518,508,497,487,478,468,458,449,440,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802446,09DPR3091Q,09DPR2978G,,,PROFR. ELISEO BANDALA FERNANDEZ,Primaria,Tlalpan,-99.237005,19.292122,0901200010500,012,0500,542,Estadística 911,542,531,520,509,499,489,479,470,460,450,442,432,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802447,09DPR5147P,,,,PROFR. MAXIMILIANO MOLINA FUENTE,Primaria,Tlalpan,-99.14821,19.201985,0901200272028,012,2028,840,Estadística 911,840,823,807,790,774,758,743,728,713,698,684,670,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802448,09DPR2640X,09DPR2623G,,,PROFR. PEDRO LOREDO ORTEGA,Primaria,Tlalpan,-99.237241,19.292163,0901200010500,012,0500,921,Estadística 911,921,902,884,866,849,832,814,798,782,765,751,735,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802449,09DPR2713Z,09DPR2706P,,,PROFR. RAFAEL CRUZ MANJARREZ,Primaria,Tlalpan,-99.168542,19.266262,0901200011176,012,1176,866,Estadística 911,866,849,832,815,798,782,766,751,735,720,706,692,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802450,09DJN0873I,,,,PROFR. RAFAEL RAMIREZ,Preescolar,Tlalpan,-99.222015,19.276995,0901200011443,012,1443,183,Estadística 911,183,177,170,165,159,154,149,144,139,134,130,126,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802451,09DPR2676L,09DPR2675M,,,PROFR. VICTOR MANUEL MANZANO DELGADO,Primaria,Tlalpan,-99.235201,19.277161,0901200010799,012,0799,1090,Estadística 911,1090,1068,1046,1025,1004,984,964,945,925,906,888,870,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802452,09DPR4008H,09DPR4007I,,,PROFRA. CONCEPCION TARAZAGA COLOMER,Primaria,Tlalpan,-99.241544,19.282626,090120001077A,012,077A,575,Estadística 911,575,563,552,541,530,519,509,498,488,479,468,459,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802453,09DES0181H,09DES4181I,,,PUERTO DE ALVARADO,Secundaria,Tlalpan,-99.235081,19.278148,0901200010799,012,0799,1148,Estadística 911,1148,1127,1107,1087,1067,1048,1029,1011,992,975,957,940,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802454,09DJN0561G,09DJN0238I,,,REPÚBLICA DE ARGENTINA,Preescolar,Tlalpan,-99.188798,19.283871,090120001091A,012,091A,187,Estadística 911,187,180,174,168,162,157,152,146,141,137,132,127,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802455,09DJN0538F,,,,ROTARIOS DE TLALPAN,Preescolar,Tlalpan,-99.177029,19.300653,0901200010125,012,0125,138,Estadística 911,138,133,129,124,120,116,112,109,105,101,97,94,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802456,09DJN1242B,,,,RUFINO TAMAYO,Preescolar,Tlalpan,-99.185464,19.282561,0901200010924,012,0924,130,Estadística 911,130,126,122,117,113,110,106,103,99,96,92,89,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802457,09DJN0860E,,,,SACBE,Preescolar,Tlalpan,-99.221162,19.289746,0901200010642,012,0642,230,Estadística 911,230,222,215,208,201,194,187,180,175,168,163,157,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802458,09DJN0818P,,,,SALVADOR M. LIMA,Preescolar,Tlalpan,-99.121452,19.292178,0901200010587,012,0587,102,Estadística 911,102,98,96,92,89,86,83,80,77,75,72,70,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802459,09DPR2002Z,09DPR3160W,,,SALVADOR TREJO ESCOBEDO,Primaria,Tlalpan,-99.1418,19.201286,0901200272028,012,2028,1225,Estadística 911,1225,1200,1176,1152,1129,1105,1083,1061,1040,1018,998,978,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802460,09DPR3185E,09DPR2637J,,,SEBASTIAN LERDO DE TEJADA,Primaria,Tlalpan,-99.211001,19.276258,0901200011439,012,1439,714,Estadística 911,714,699,685,671,658,645,632,618,606,593,582,570,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802461,09DJN0501S,09DJN1349U,,,TAVICHE,Preescolar,Tlalpan,-99.20059,19.226207,0901200261674,012,1674,382,Estadística 911,382,369,357,345,333,322,311,301,290,280,271,262,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802462,09DTV0101L,,,,TELESECUNDARIA 101,Secundaria,Tlalpan,-99.180618,19.288062,0901200010676,012,0676,141,Estadística 911,141,139,136,133,131,129,127,124,122,120,118,115,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802463,09DJN1021R,,,,TINEMI,Preescolar,Tlalpan,-99.236741,19.271693,0901200011509,012,1509,180,Estadística 911,180,174,167,162,157,151,146,141,137,132,127,123,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802464,09DJN1246Y,,,,TLALI,Preescolar,Tlalpan,-99.183389,19.285397,0901200010676,012,0676,124,Estadística 911,124,120,116,112,108,105,101,97,94,91,88,85,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802465,09DJN0399V,09DJN0900P,,,TONALI,Preescolar,Tlalpan,-99.23745,19.292552,0901200010515,012,0515,306,Estadística 911,306,295,286,276,267,258,249,241,232,225,217,210,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802466,09DJN0639D,09DJN1207W,,,TOPILLI,Preescolar,Tlalpan,-99.141469,19.196761,0901200271797,012,1797,478,Estadística 911,478,462,446,431,416,402,389,376,363,350,339,327,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802467,09DJN0159W,,,,TSITSIKI,Preescolar,Tlalpan,-99.184579,19.276246,0901200012225,012,2225,81,Estadística 911,81,79,76,73,71,68,66,64,62,60,58,56,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802468,09DJN0140Y,,,,TZINTI,Preescolar,Tlalpan,-99.16075,19.298214,0901200010182,012,0182,109,Estadística 911,109,105,102,99,95,92,89,86,83,80,77,75,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802469,09DPR1501P,09DPR1502O,,,VIDAL ALCOCER,Primaria,Tlalpan,-99.164917,19.287728,0901200010958,012,0958,519,Estadística 911,519,509,498,488,479,468,459,450,440,432,423,414,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802470,09DJN0813U,,,,XOCHICALPILLI,Preescolar,Tlalpan,-99.128932,19.292728,0901200010572,012,0572,140,Estadística 911,140,135,130,126,122,118,113,110,106,102,99,96,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802471,09DJN1022Q,,,,XOCHICONETL,Preescolar,Tlalpan,-99.212073,19.274912,0901200011439,012,1439,149,Estadística 911,149,144,139,134,130,126,122,117,113,110,105,102,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802472,09DJN0239H,,,,XOCHIPILCO,Preescolar,Coyoacán,-99.204733,19.305948,0900300011105,003,1105,195,Estadística 911,195,189,182,176,170,164,159,153,148,143,138,133,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802475,09DES0284D,09DES4284E,,,GUSTAVO CABRERA ACEVEDO,Secundaria,Tlalpan,-99.175279,19.249551,090120001159A,012,159A,1163,Estadística 911,1163,1141,1121,1101,1081,1062,1042,1024,1005,987,970,952,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802476,09DES0276V,09DES4276W,,,JUVENTINO ROSAS CADENAS,Secundaria,Tlalpan,-99.173927,19.276974,0901200011072,012,1072,950,Estadística 911,950,933,916,900,883,868,852,837,821,807,792,778,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802477,09DES0155J,09DES4155K,,,MAXIMINO MARTÍNEZ,Secundaria,Tlalpan,-99.179383,19.299106,0901200011903,012,1903,743,Estadística 911,743,730,717,704,690,678,666,654,642,631,619,608,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802478,09DES0195K,09DES4195L,,,TLAMACHIHUAPAN,Secundaria,Tlalpan,-99.214687,19.289482,0901200010661,012,0661,1145,Estadística 911,1145,1124,1104,1084,1065,1045,1026,1008,990,972,954,938,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802479,09DPR4243L,09DPR5011B,,,ANTONIO SANCHEZ MOLINA,Primaria,Tlalpan,-99.230221,19.292582,090120001052A,012,052A,393,Estadística 911,393,385,377,370,362,355,348,341,334,327,321,314,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802480,09DPR2000B,,,,ARABIA SAUDITA,Primaria,Tlalpan,-99.129253,19.292117,0901200010572,012,0572,351,Estadística 911,351,344,337,330,324,317,311,304,298,292,286,280,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802481,09DPR1988G,09DPR0032G,,,CAJEME,Primaria,Tlalpan,-99.17145,19.250938,0901200012013,012,2013,519,Estadística 911,519,509,498,488,479,468,459,450,440,432,423,414,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802482,09DML0024G,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 69,Especial - CAM,Tlalpan,-99.210045,19.225227,0901200261689,012,1689,180,Estadística 911,180,186,193,200,207,214,222,229,237,246,254,263,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802483,09DPR0059N,09DPR4246I,,,DOMINGO MARTÍNEZ PAREDEZ,Primaria,Tlalpan,-99.222528,19.274832,0901200011443,012,1443,582,Estadística 911,582,570,559,548,536,525,515,504,494,484,474,465,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802484,09DPR3093O,09DPR3094N,,,DR. ROBERTO SOLIS QUIROGA,Primaria,Tlalpan,-99.227581,19.293295,0901200010318,012,0318,774,Estadística 911,774,758,743,728,713,699,685,671,657,643,631,618,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802485,09DST0119X,09DST0119X,,,ESCUELA SECUNDARIA TÉCNICA 119,Secundaria,Tlalpan,-99.21192,19.276654,0901200011439,012,1439,979,Estadística 911,979,961,944,927,910,894,878,861,846,831,816,801,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802486,09DST0039L,09DST0039L,,,ESCUELA SECUNDARIA TÉCNICA 39,Secundaria,Tlalpan,-99.174683,19.293175,0901200010375,012,0375,1036,Estadística 911,1036,1017,1000,981,963,946,929,912,896,880,864,849,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802487,09DST0040A,09DST0040A,,,ESCUELA SECUNDARIA TÉCNICA 40,Secundaria,Tlalpan,-99.119091,19.29317,0901200010483,012,0483,1186,Estadística 911,1186,1165,1143,1123,1103,1083,1064,1044,1026,1007,989,971,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
802488,09DST0054D,09DST0054D,,,ESCUELA SECUNDARIA TÉCNICA 54,Secundaria,Tlalpan,-99.169041,19.269047,0901200011157,012,1157,1359,Estadística 911,1359,1334,1310,1286,1263,1241,1218,1196,1175,1154,1133,1112,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
